title,release_date,rating,description,metascore
Marvel vs. Capcom Origins,2012-09-25,T,"MARVEL VS. CAPCOM ORIGINS offers both the one-on-one gameplay of Marvel Super Heroes with its unique Infinity Gem system and the two-on-two carnage of the original Marvel vs. Capcom: Clash of Super Heroes, featuring a tag system, assists, and the wild Duo Team Attack. Bringing forth a host of features never before seen in these games, MARVEL VS. CAPCOM ORIGINS features GGPO-enhanced online play with 8-player lobbies and spectator mode, HD graphical upgrades, dynamic challenges and replay saving.",72
Overlord: Raising Hell,2008-06-24,T,"Overlord: Raising Hell, the Action RPG set in a seriously warped fantasy world, has now arrived to PlayStation 3. With plenty of black humour and dark irony, this game immerses the player in twisted parodies of classic fantasy scenarios and characters. Your word is law as you become the all powerful Overlord, a mysterious figure that has inherited the legacy of the evil after being raised from the dead. The game's key innovation is the introduction of an array of impish creatures – the Minions. Accompanied by a horde of these slavishly loyal rascals, the Overlord plays dirty tricks on anything that moves to become even more powerful. The gremlin-like critters will follow your every instruction no matter how despotic or, for the Minions, life threatening it is. The PS3 version of this game allows you to explore and conquer 5 extra supernatural realms. Defend the Overlord's tower against waves of enemy attack with seven additional online multiplayer maps, including the competitive 'Capture the Maiden' map and 'Protect Your Power'. The Challenge Pack also introduces a 'Legendary' mode, which challenges you by using your most aggressive minion managing skills to complete the single-player game under exceptional circumstances. [Codemasters]",72
Trash Panic,2009-06-04,E,"[Playstation Network; also known as ""Gomibako"" in JPN]  Taking the puzzle video game genre one step further, Trash Panic is the newest PS3 downloadable exclusive that tasks players to compact as much garbage into a trash can before it overflows, and in the most eco-friendly way as possible. Throughout each stage, random trash items will be delivered via crane to players who can then manipulate the speed and direction they fall using the DualShock 3 controller. The trash can will quickly reach full capacity unless the trash is broken down or dealt with by strategically using various elements given throughout each stage. Items will continue to be dropped until the player successfully compacts a certain number of items or ends up with an overflowing trash can. Each level will also feature a giant Boss item that players need to destroy in a certain amount of time to avoid getting penalized. At the end of each stage, each player will be rated by how eco-friendly or ego-friendly each stage was completed. The more eco-friendly, the higher the rating. Ratings help in unlocking various levels and modes. Spread across three different game modes, Trash Panic offers fun gaming for everyone. The Main Mode will take players progressively through six stages that increase in difficulty the further you advance. Vs. Mode allows two players to battle one another on the same screen. And lastly, Mission Mode offers mini-games for those who want to further their fun with a variety of waste management missions. Trash Panic also offers ways for players to show off their skills with trophy support and online learderboards. Additionally, players will have a recording option to upload up to 10 minutes of a gaming session onto YouTube to share with the rest of the world! [Sony]",72
LocoRoco Cocoreccho!,2007-09-20,E,"All new LocoRoco game exclusively for PS3! Play as a butterfly and guide the cute little LocoRoco to safety. The LocoRocos respond to the environment, interact with each other, and sing along to the music. Running at 1080p, LocoRoco Cocoreccho! brings all new gameplay, use of the SIXAXIS wireless controller technology, mini-games, and online rankings. Control the butterfly to guide the cute little LocoRoco to safety! LocoRoco will try to follow the butterfly wherever it goes. Full HD at 1080p – Fly around a richly detailed environment to wake up and rescue up to 200 LocoRoco. Use the SIXAXIS controller to rock, launch, and bounce the LocoRoco. Additional Mini-games - Discover three addicting mini-games. [Sony]",72
Assassin's Creed Rogue,2014-11-11,M,"Within the tumult and rage of the French and Indian War, Shay Patrick Cormac, a bold young man and part of the Assassin Brotherhood, undergoes a dark transformation that forever alters the future of the colonies. As Shay, you feel the steady transformation from Assassin to Assassin hunter and utilize your myriad skills to avenge those you once called brothers.",72
Dark Sector,2008-03-25,M,"An all-new and original action-thriller designed exclusively for next-generation consoles, Dark Sector thrusts players into the role of Hayden Tenno, an elite black-ops agent sent on a dangerous mission into a decaying Eastern European city that hides a deadly Cold War secret. Attacked by an unknown enemy, he awakens to find part of his body altered by an infection that has granted him inhuman abilities and he must learn to evolve along with his powers, to survive and to become a hero. A dark, gritty experience packed with fast action, incredible superpowers and an engaging story. [D3Publisher of America]",72
Dead Rising 2: Off the Record,2011-10-11,M,"Dead Rising 2: Off the Record, sees photojournalist and original hero of Dead Rising's Willamette incident, Frank West take center stage as players experience a reimagining of the Fortune City outbreak. Forget what you know about Dead Rising 2,""Frank West is back in the game!"" The new, ""Off the Record"" storyline means an all new Dead Rising 2 experience. Frank will face off against more twisted enemies, build more outrageous combo weapons, follow his own unique mission structure and explore brand new areas of Fortune City to get his biggest scoop yet. Frank's come back means the return of his trusty camera, with players able to earn Prestige Points (PP) for specific photo opportunities that are graded against criteria such as horror, drama, erotica and brutality. In addition to the new scenario and gameplay enhancements, Dead Rising 2: Off the Record offers a suite of technical updates including load time optimizations, improved network performance and a host of system upgrades to deliver a more satisfying Dead Rising experience.",72
Rayman 3: Hoodlum Havoc,2012-03-20,E10,"Adventurers beware - Rayman's universe has exploded into a whacked-out world of cartoon mayhem and mind-blowing battles! When Globox accidentally swallows the Lord of the Dark Lums, a fanatic army of trigger happy Hoodlums wreaks total havoc to get their Lord back! Rayman's only chance? Journey the vast reaches of the world to purge the Dark Lum Lord from the manic Globox, scour the lands for unearthly new powers, and do battle with hordes of Hoodlum soldiers, contraptions, and maniacal bosses. This time, it's war! [Ubi Soft]",72
Proteus,2013-10-29,E,Proteus is a minimalist game of pure exploration and sublime discovery in a musical wilderness environment. There are no challenges and no goals other than those set by the player. A reactive audio mixing system allows the player to explore the environment as music.,72
The Saboteur,2009-12-08,M,"Inspired by a true story, The Saboteur stars Sean Devlin, a street-tough Irish race car driver trapped behind enemy lines in 1940s Nazi-occupied France. Motivated by personal revenge, Sean fights, climbs, and races through open-world Paris, sneaking into the heart of the Nazi operations and sabotaging their every move. With the help of the French Resistance, the British intelligence, an arsenal of weaponry, street smarts and brawn, players exact revenge on those who aim to destroy Sean's life. From derailing trains and blowing up zeppelins to scaling famous Parisian landmarks and more, this action hero uses a broad range of weapons, explosives and vehicles to get the job done. As Sean takes down enemies, the citizens of Paris are empowered to resist the tyrannical Third Reich and their eyes open to the colorful world around them. This innovative mechanic, called the 'Will to Fight,' change the way Paris is seen and felt - from a dark and oppressed policed state to a bright and inspired world where the citizens fight back. As the player executes acts of sabotage against the occupying force, color returns to the stylized black and white world - both figuratively and literally. The ‘Will to Fight’ spawns an underground resistance that takes players not only through Paris, but across various parts of France. [Pandemic Studios]",72
The Club,2008-02-19,M,"The Club is a new breed of third-person shooter, combining fast-paced run and gun gameplay, destructive environments, lethal weapons and an in-depth story structure. You will fight to survive in a shadowy underground blood-sport controlled by a faceless, obscenely wealthy and influential elite who place their bets on who will survive as the blood-bath ensues before them. Take control of up to eight uniquely trained killers motivated by greed, driven by pure insane bloodlust, and hell bent on earning respect on a global level. As one of eight fighters, blast your way through five single player game modes including: Standard Mode, Time Attack, Survivor, Siege, and Run the Gauntlet. Earn Respect Online. Shoot your way to the top of the leader boards in over nine cut-throat multiplayer modes.  Face-off with 15 real-time opponents online or battle with your friends offline in 4-player split-screen action modes. Battle in eight unique real-world locations from around the globe, including war-torn cities, abandoned factories, steel mills and many more. Extreme Gun Battles in Hazardous Environments: A motion blur camera system intensifies the adrenaline rush in both open range and close quarter firefights. Destroy and manipulate objects in the environment to your advantage. A unique score-based accumulation system creates even more competition among players; the faster, more efficient and accurate that you are, the more points you will earn to unlock weapons, characters and maps. There are 17 high-powered assault weapons to choose from and customize, including Automatic Weapons, Sniper Rifles, High Caliber Pistols, Sub Machine Guns, and Mounted Weapons. Each Character has a Story to Tell. [Sega]",72
Resonance of Fate,2010-03-16,T,"In Resonance of Fate, players control members of a private military contracting firm in a world where most of Earth has been rendered uninhabitable. The only remaining pockets of civilization surround the tower of Basel, an experimental air purifier with a mind of its own. The game carries a steampunk aesthetic, with the ordinary RPG trappings of swords and sorcery traded in for guns and acrobatic attacks.",72
Rain,2013-10-01,E10,"Developed by PlayStation C.A.M.P!, the creative minds behind TOKYO JUNGLE and Echochrome rain is developed exclusively for the PlayStation 3 computer entertainment system as a digital download through the PlayStation Network. rain is the enchanting tale of a boy who chases after a girl with an invisible silhouette. After discovering that the girl is being hunted by ghostly creatures, he embarks on his own journey into the mysterious world of rain to save her. Upon entering the world he discovers that he has also become invisible and he must learn to navigate through the unknown, using the rain to guide and protect him.",72
Gotham City Impostors,2012-02-07,T,"Gotham City Impostors is a multiplayer game unlike any other, giving players the opportunity to rebel against conformity as they customize their own characters.  Posing as amateur vigilantes or villains, gamers will create their very own Bats and Jokerz characters using unprecedented customization options including insane costumes, homebrewed gadgets and a wide range of traditional and imagined weapons.",72
WWE '12,2011-11-22,T,WWE '12 is the next iteration in this wrestling series with Smackdown vs Raw being no more.,72
Brink,2011-05-10,T,"Brink is an immersive shooter that blends single-player, co-op, and multiplayer gameplay into one seamless experience, allowing you to develop your character across all modes of play. You decide the role you want to assume in the world of Brink as you fight to save yourself and mankind’s last refuge for humanity. Brink offers a compelling mix of dynamic battlefields, extensive customization options, and an innovative control system that will keep you coming back for more. A man-made floating city called the Ark, made up of hundreds of separate floating islands, is on the brink of all-out civil war. Originally built as an experimental self-sufficient and 100% ""green"" habitat, the reported rapid rise of the Earth's oceans has forced the Ark to become a refuge for humanity.  Crammed with the original Ark founders, their descendants, as well as tens of thousands of refugees, the Ark exists in total isolation from the rest of the world. With 25 years of social unrest, the inhabitants of the Ark have reached their breaking point. It's up to you to decide the future of the Ark and the human race. Blurring the Lines Between Offline and Online - Advance your character’s development across every gameplay mode: single player, co-op, and multiplayer. Gain experience points that you can spend on customizing and upgrading your skills and abilities, designing an entirely unique look and feel for your character. Brink uses the familiar shooter controls that you're used to, without frustrating, artificial constraints and takes advantage of a new feature: the SMART button.  When you press the SMART button, the game dynamically evaluates where you’re trying to get to, and makes it happen. No need to perfectly time a jump or vault, the game knows what you want to do. Objectives, communications, mission generation, and inventory selection are all dynamically generated based on your role, your status, your location, your squad-mates, and the status of the battle in all gameplay modes.  You'll always know exactly where to go, what to do when you get there, and what your reward will be for success. Brink’s proprietary technology, Virtual Texturing, breaks new ground on current-gen consoles and PCs with an even greater focus on highly detailed characters, realistic environments, lighting, effects, and atmospherics. This competitive lead on the squad-combat genre helps thrust players into the gritty reality of the Ark's epic secluded arcology. [Bethesda Softworks]",72
Papo & Yo,2012-08-14,E10,"Papo &amp; Yo will take players on an emotional journey that explores the relationship between a boy and his sometimes-scary best friend. As players progress, Monster will react differently to their actions based on his current desires. If Monster is in a good mood, he will play with Quico and help with tasks; if Monster is hungry, he will seek out food; if that food happens to be a poisonous frog, he’ll transform into a terrifying killing machine bent on nothing but destruction. Players will need to learn to use Monster’s emotions, both good and bad, to their advantage if they want to complete their search for a cure and save their pal.",72
Mercenaries 2: World in Flames,2008-08-31,T,"Mercenaries 2: World in Flames is an explosive open-world action game set in a massive, highly reactive, war-torn world. A power-hungry tyrant messes with Venezuela's oil supply, sparking an invasion that turns the country into a warzone. But for you, international crisis is all upside: You are a mercenary, and you profit from chaos. Mercenaries 2 features a slew of potential clients, all willing to pay you to do their dirty work. Dirty deeds, done for exorbitant fees. These are world powers with deep pockets, deep grudges, and enough arms and ammo to start World War III. This is your kind of environment. Mercenaries 2 features the latest and most dangerous in civilian and military tech, everything from shiny new sports cars, to the future-tech satellite-guided bunker-busting mini-nuke. Tanks, APCs, boats, luxury automobiles – you name it, you can have it delivered to you in real time. And if you run out of cash you can always 'acquire' the gear you need in the field. If you see it, you can buy it, steal it, or blow the living crap out of it. Play your own way, or play with the help of a friend in the new cooperative multiplayer mode. You are not a soldier. You don't have to play by anyone's rules. You have your own code: you will fulfill the terms of the contract, no matter what. Not everyone in the world of Mercenaries is as honorable. Everyone will try and screw you, given the chance. They think they can get away with it, because they don't know rule #1: EVERYBODY PAYS. [Pandemic Studios]",72
Disney Castle of Illusion starring Mickey Mouse,2013-09-03,E,A Castle of Illusion remake may be in the works based on the latest teaser trailer from Sega.,72
Binary Domain,2012-02-28,M,"Binary Domain puts players in the middle of a fast-paced and intense battle for humanity in robot-invaded 2080 Tokyo. Fighting through the derelict lower levels of the city, players control an international peace-keeping squad that soon starts to question their surroundings and the choices they are making. Are the robots becoming more human, or are humans becoming more like machines?",72
50 Cent: Blood on the Sand,2009-02-24,M,"After performing a sold-out concert in a fictional war-torn country, 50 Cent and the G-Unit are robbed of their cash and paid in kind with a priceless diamond encrusted skull, which is subsequently stolen by the local crime-lord’s gang. Determined to collect his payment and enact revenge on the gangsters foolish enough to disrespect him, 50 Cent sets out to get rich or die trying. 50 Cent: Blood on the Sand features intense third-person action/shooter gameplay, an intuitive cover system, drop in and drop out online multiplayer co-op, merciless melee counter-kills and a soundtrack that combines 50 Cent’s greatest hits with 18 exclusive new tracks. 50 Cent: Blood on the Sand puts players in control of their own virtual action film by blending visuals from the Unreal 3 game engine technology with an over-the-top story and voiceover work by 50 Cent and the G-Unit’s Tony Yayo, Lloyd Banks, and DJ Whoo Kid. [THQ]",72
Major League Baseball 2K11,2011-03-08,E,Major League Baseball 2K11 is the next iteration in the 2K baseball series.,72
The Cave (2013),2013-01-22,T,The Cave is an adventure game from the mind of Ron Gilbert.,72
Wonderbook: Book of Spells,2012-11-13,E10,Book of Spells is a single-player virtual reading/entertainment experience exclusive to the PlayStation 3 and the first title for Wonderbook.,72
GoldenEye 007: Reloaded,2011-11-01,T,GoldenEye 007: Reloaded is an innovative and contemporary take on the legendary James Bond adventure.,72
Section 8,2010-03-25,T,"On the war-torn planets of tomorrow, mankind's greatest battle is about to begin. With its frontier colonies devastated by a growing insurrection, Earth dispatches the elite 8th Armored Infantry (nicknamed ""Section 8"") to repel the coming onslaught. The nickname refers to an old United States military regulation where a soldier would be dismissed from service through being mentally unfit for duty. The near-suicidal missions that this division volunteers for brands them as insane by other military units. Section 8 deploys by 'burning in' from their orbital drop ships tens of thousands of feet above the battlefield, utilizing the most advanced arsenal of military hardware known to man. Their mission: to scout and secure difficult objectives and smash enemy defenses in lightning-quick assaults. An intense first-person shooter, Section 8 allows players to dynamically alter the flow of combat as they see fit. Employing tactical assets and on-demand vehicle deliveries, players are given unprecedented strategic control over epic sci-fi battlefields. [SouthPeak Interactive]",72
Heavy Rain: Move Edition,2010-09-22,M,"Experience a gripping psychological crime thriller filled with innumerable twists and turns, where even the smallest actions and choices can cause dramatic consequences. The hunt is on for the Origami Killer, named after his calling card of leaving folded paper shapes on victims. Four characters, each with their own motives, take part in a desperate attempt to stop the killer from claiming a new victim.",72
Puzzle Quest: Galactrix,2009-05-07,E10,"Enjoy a new board, new weapons, new tactics and more in this incredibly addictive puzzle gameboard battle. Collect a fleet of customizable spaceships, which endow your player with new skills and abilities, and fight in over 150 battles. Save the galaxy in your custom-made fleet of starships. Manipulate the puzzle gems in zero gravity on an all-new hexagonal puzzle board. Battle across the galaxy in multiplayer wars and compete for rankings in online leaderboards. Short, easy pick-up and play battles, with incredible depth and RPG-style character building. [Aspyr Media]",72
Majin and the Forsaken Kingdom,2010-11-23,T,"In Majin and the Forsaken Kingdom, a once thriving society is suddenly engulfed by a dark force that nearly eradicates all of its inhabitants. Many tried to reclaim their fallen homeland but were annihilated by strange warriors who rose from the darkness. A hundred years later, a cunning young outsider is drawn to this forsaken kingdom where he encounters and befriends Majin, a mysterious monster-like being with incredible strength. Now in an effort to restore the empire, the two set out to uncover Majin's forgotten past and the secrets that lie within the ancient land.",72
Overlord II,2009-06-23,T,"Overlord II is the sequel to the warped fantasy action adventure that had players being delightfully despotic. In Overlord II, a new Overlord and a more powerful army of Minions take on an entire empire in a truly epic adventure, inspired by the rise of the Roman Empire. As the Glorious Empire conquers kingdoms and destroys any sign of magic it finds, it's time to go Minion Maximus and send in the horde. The Minions return smarter, deadlier (and funnier) and are ready to fight in large scale battles that will see their wild pack mentality squaring up to the organised legions of the Glorious Empire. As ever, they'll do anything and everything the Overlord commands of them, especially now that they can run ravage and wreck buildings and scenery. They've also learned how to ride: In Overlord II Minions mount up and ride wolves and other magical creatures around the landscape and take them into battle, making our band of merry fighters faster and fiercer than ever before. [Codemasters]",72
Wolfenstein,2009-08-18,M,"Set within a near-fictional, historical WWII setting, players take on the role of the heroic OSA agent BJ Blazkowicz as they are thrust into the unknown and unexpected to battle against combat troops, otherworldly forces, and the dark science created by a supernatural Nazi force hell-bent on world domination.  Wolfenstein offers players an action-packed experience as they investigate the powers of a dark parallel dimension, join with resistance forces, and employ an arsenal of conventional and otherworldly weapons in attempts to annihilate the Nazi war machine. Ensuring a deep variety of action, Wolfenstein provides gamers with an assortment of interlinked missions that drive an intense, story-driven combat experience; while the Wolfenstein multiplayer experience continues the world-renowned tradition of class-based team objective gameplay with a full arsenal of conventional and supernatural weapons for addictive online warfare. [Activision]",71
Dead Island,2011-09-06,M,"A couple flying to the vacation of their dreams is torn apart by a violent plane crash. Take on a harrowing quest to find your lost wife. Enter into the dark world of a devastated tropical paradise now plunged into chaos. It's a place where the word ""dead"" has an entirely new meaning. Face the nightmare and fight for survival. Explore the secrets hidden in the darkest regions of the island and fight your way through. Survival is your main goal! Dead Island is a non-linear FPP (First Person Perspective) survival horror title. The ultra-realistic combat system will ensure that every confrontation is a thrilling experience. Use anything you find in your surroundings as a weapon. Make decisions that influence the entire world around you. Take advantage of opponent behavior and game physics. Dead Island is a mix of intense action and chilling horror environments in an engaging, strikingly realistic story. [Techland]",71
Anarchy Reigns,2013-01-08,M,"Anarchy Reigns promises over-the-top close combat, set in a massively open world in a stark, mutant-riddled future. Observe iconic characters from the PlatinumGames stable fighting it out in a series of colorful arenas. Up to sixteen players can engage in multiplayer matches over a variety of game modes; engage in all-out Battle Royale destruction, co-operate with your friends and vanquish hordes of monsters in Survival mode or test your sportsmanship over a few rounds of Deathball.",71
Dragon Ball Z: Burst Limit,2008-06-10,T,"Dragon Ball Z: Burst Limit is the first game of the Dragonball Z series to hit the next generation consoles. During each battle, find conditions to create new dramatic scenes. After the battles, watch a unique story unfold each time you play. There is also a stronger element of offence and defence, due to added energy saving and fighting techniques. Competition grows with the ability to play online in both the co-op and vs. modes. During each battle, find conditions to create new scenes and watch a unique story unfold at the end of each game. Experience visuals and movement reminiscent of the anime due to Z3 shading technology and detailed effects. Increased speed of charge and release on the field, free movement around the field, and increased speed and power of attacks. Use of special skills will no longer drain energy. The lower your energy, the stronger you get, making for a possible turnaround of the battle. Each character in the game has his own ""Fatal Blow"". If the player successfully attacks his opponent, this would be a finishing move, but if not, it will put the player in the disadvantageous situation, and he must battle with no Fatal Blow for the rest of the battle. [Atari]",71
Alien Breed: Evolution,2010-10-05,T,Team 17 are reviving the classic Alien Breed franchise in this all new Unreal powered remake.,71
DmC: Devil May Cry - Vergil's Downfall,2013-03-05,M,Vergil's Downfall is downloadable content for DmC: Devil May Cry that shows players what happens to Vergil after the events of the main game.,71
Choplifter HD,2012-01-10,T,"In Choplifter HD, players take on the role of an up and coming rescue pilot asked to join the elite, international helicopter rescue team C.H.O.P.R. (Coordinated Helicopter Operations, Preservation and Rescue).  Pilots will be trained to command a variety of helicopters deployed on more than 20 different missions ranging from captured military prisoner extraction to saving survivors of viral outbreaks. Pilots must bank, hover and touch-down in perilous conditions in order to make their rescue and complete their mission.",71
The Fancy Pants Adventures,2011-04-19,E,"The Fancy Pants Adventures casts players in the role of the game’s hero – a hand-drawn stick figure named Fancy Pants Man who embarks on a mission to rescue his kidnapped sister, Cutie Pants. Sporting his trademark orange pants, Fancy Pants Man begins his journey in Squiggleville, racing through more than 20 unique open levels filled with challenges and bonus rooms where he must defeat comical enemies and overcome clever obstacles. Along the way, gamers can unlock over 140 unique customizations including 40 weapons to help Fancy Pants Man in his quest to defeat the Pirates.",71
Tales of Xillia 2,2014-08-19,T,"TALES OF XILLIA 2 focuses on the events a year after the climactic end of TALES OF XILLIA.  Players assume the role of Ludger Kresnik, a young man with a zest for cooking who lives with his older brother and cat, Rollo.  On his way to his first day at work for a local cafeteria he runs into a young girl named Elle Marta and the two soon become involved in an accident that will change both of their lives forever.",71
One Piece: Pirate Warriors 2,2013-09-03,T,"Players  set off on grand adventures with characters such as Luffy, Sanji, Zoro and the rest of the Straw Hat crew to explore and conquer island after island while traveling through the New World. With playable characters from the original title along with never before seen characters joining the battle, fans can enjoy seeing whole line-ups of their favorite ONE PIECE characters springing to action, including Eneru for the first time ever on PS3.",71
The Amazing Spider-Man,2012-06-26,T,"Take control of Spider-Man’s powers with Manhattan as your playground. Set briefly after the events of the new film, The Amazing Spider-Man injects New York City's brand new hero back into free-roaming, web-slinging action, as he protects the Big Apple from a deluge of significant threats. Players use real-time navigational and combat choices to fight crime and execute Spidey’s signature acrobatic moves in ways never seen previously. Discover the rest of Peter Parker’s untold story in the all-new epilogue story to Columbia Pictures' 2012 theatrical release. Battle all-new versions of classic Super Villains as well as original, larger than life enemies while racing to save Manhattan.",71
Double Dragon: Neon,2012-09-11,T,Double Dragon: Neon is WayForward's love letter to the decade that spawned the franchise.,71
Hitman HD Trilogy,2013-01-29,M,"Engage in more than 40 missions from three Hitman games, each re-mastered in high definition. Whether you're a veteran or new to the franchise, this is your chance to take on the contracts that defined the series and helped establish Agent 47 as the world's deadliest assassin.",71
PAIN (2007),2007-11-29,T,"[Downloadable Game]  PAIN boldly tackles a rarely explored area of video-gaming... comedy. The unique mechanic of the game allows the player to load a character into a human-sized, ultra-powerful slingshot, and fire the character into an active, physics-controlled environment, filled with precarious and humorous situations. Players receive points by stringing together painful collisions and inducing chaos in the environment. Multiple playable characters each with a very unique personality and attributes as well as character specific in-flight poses. Plenty of ways to play in both Single and Multiplayer, including modes like Spank the Monkey, Mime Toss, PAIN Bowling, Fun With Explosives, and even more to come in future releases. Relive every cringe-worthy smash and crash with the replay system in PAIN. Use the free camera to get the best angle on your best ouchies. Unique physics model created on Havok powered events, allow for amazing ragdoll animations, while ensuring that duplicating incidents is almost impossible. Keeping gameplay fresh over and over no matter how many times a player is launched into the same environment. Robust online community feature set lets you compete with other players around the world on Global Leaderboards, track your friend's scores, and connect to the PAIN website, where you can participate in polls, get developer updates, and provide feedback to make for a more PAINful experience in future expansions. [SCEA]",71
Mad Riders,2012-05-29,E,"Mad Riders, developed by Techland, sees players performing amazing aerial stunts and racing at breathtaking speeds on over 45 stunning tracks from all over the world. To gain the edge on the competition, players will need to use their Boost skill wisely and take advantage of shortcuts hidden in the tracks",71
Bionic Commando (2009),2009-05-18,M,"The first true sequel to the classic 1988 Nintendo Entertainment System original, Bionic Commando sees the return of the bionically-enhanced Nathan ""Rad"" Spencer, voiced by Mike Patton, the former lead singer of Faith No More. Time has not been kind to Spencer: 10 years after his heroic defeat of the Imperials in the original game, he has been betrayed by the government he swore to serve, imprisoned for crimes he didn't commit, and sentenced to death. On the very day of Spencer's execution, terrorists detonate a massive experimental weapon in Ascension City, unleashing an intense earthquake that has turned the city into rubble and wiped out its population. With the terrain in ruins and the city's air defense grid now in the control of a massive terrorist force whose goal remains unclear, the FSA have only one option left - a behind-the-lines assault. The perfect job for a Bionic Commando. Bionic Commando transposes the swing-and-shoot gameplay of the 8-bit original to a stunning 3D environment of towering buildings, suspended roadways and monorails, deep canyons and sheer rock faces, where every environment is scalable using swinging, scaling, climbing and wall-walking techniques. [Capcom]",71
Red Faction: Armageddon,2011-06-07,M,Volition and THQ's martian insurgency will continue in a fourth chapter in the franchise with expanded online play and enhanced destruction.,71
Asura's Wrath,2012-02-21,T,"Once a revered deity, Asura was betrayed by his fellow gods and stripped of all his powers. Consumed by anger at the injustice he has suffered and swearing vengeance, Asura discovers he can use this fury to his advantage and turn it against his enemies. By channelling his inner rage, Asura is now able to unleash devastating attacks and wreak havoc as he battles against the deities who have wronged him and their earthly forces. Inspired by episodic dramas, Asura's Wrath will be split into distinct sections with gameplay and narrative unfolding as one and building to a final climatic conclusion.",71
SBK-09 Superbike World Championship,2010-06-18,E10,"SBK 09 is the official game of the Superbike World Championship, featuring all the teams and all the motorbikes competing for the title. Experience the ultimate motorbike challenge in videogames - this is not just another racing game, but a realistic simulation of the championship and all its aspects - from the Paddock to the garage to the track. [Codemasters]",71
Puddle,2012-01-25,T,"Experience a brilliantly designed physics-based puzzle/platform game where you must guide a puddle of fluid to its target destination, not by moving the fluid, but by tilting the game world. The player must work with friction, momentum, and the unique properties of each type of fluid and environment to send as much of each puddle past fires, rifts, potential spills and more. But watch out: the fluid motion is realistic!  Tilt too quickly and some droplets are left behind; tilt too slowly you may not be able to make certain jumps… or may simply evaporate away.",71
The Simpsons Game,2007-10-30,T,"The Simpsons Game features a hilarious, sprawling, and mind-busting storyline crafted by the TV show's Emmy Award-winning writers. The action-comedy also features the full cast of voice actors from the TV show who reprise their roles for the game. In The Simpsons Game, Homer, Marge, Bart, and Lisa use exciting, all-new powers to save the world from rising chaos. To help the Simpsons, gamers at home must journey through all of Springfield (as well as vast worlds beyond!), vanquish an amazing array of villains, and fight their way through parodies of popular games. [Electronic Arts]",71
Mamorukun Curse!,2013-07-16,E10,"Mamorukun Curse! is an action-packed top-down shooter that has players make use of the ""Curse Bullet"" mechanic to wipe away enemy bullets, curse enemies, or even curse yourself.",71
Ferrari Challenge Trofeo Pirelli,2008-08-26,E,"Ferrari Challenge Trofeo Pirelli's racing style is fast and accessible, yet the feel is more ""sim"" than arcade. It includes over 15 international racing circuits along with multiple gameplay modes such as Ferrari Challenge Seasons, Time Trial, Quick Race, and Endurance. Racing can be taken online with up to 16 players in a variety of challenges including circuits, hill climbs, and more. Downloadable content will be continually released for the Ferrari Challenge Trofeo Pirelli community, and the official team and car rosters can be updated at the start of each season to reflect real-world lineups. Moreover, downloadable cars, tracks and customization options will be made available on a monthly basis to keep ravenous Ferrari fans satisfied. [Activision]",71
One Piece: Unlimited World Red,2014-07-08,T,"Set sail on a gripping adventure in the New World with the beloved Straw Hat Crew in ONE PIECE Unlimited World Red. Dive into a wayfaring journey with fun-filled escapades, action-packed battles and powerful comrades in a whole new never-before- seen scenario. Play as members of the Straw Hat crew and progress through the episodic storyline with encounters against famous bosses like Rob Lucci, Caesar Clown, and more. Master a large variation of flashy combos and test your reflexes by pressing the right button at the right time to counter, dodge or otherwise interact with enemies. Enjoy endless playability by exploring the central town and taking on quests to assist the townfolk and gain more rewards and items.",71
CellFactor: Psychokinetic Wars,2009-06-04,T,"[Playstation Network]  CellFactor: Psychokinetic Wars is a fast-paced first-person multiplayer shooter where you choose your side in the battle of technology vs. humanity. Manipulate your environment and kill your enemies with your choice of gunfire and/or telekinetic superpowers. Use your mind to rip objects from the environment and smash them in any direction or use your powers to create a bullet-proof energy shield. Flying, teleporting and accelerated speed give you countless ways to kill or be killed. Take on the three single-player challenge modes (one mode for each character) or battle live enemies throughout the world in one of four multiplayer modes. Countless ways to kill your enemies: Guns, telekinesis and superpowers combine to offer you unparalleled battle options. Use your environment as a weapon: All maps contain objects to hurl at your enemies, including pipes that can be ripped off of walls, rocks, concrete blocks and many more. Massive online battles in four multiplayer modes: Death Match, Capture the Flag, Team Death Match, and Assault. 30 single player challenges: 10 for each character. 7 unique environments: From lava pools to ice storms, the environments impact the gameplay and give the warrior exciting options. Weapons: Pistols, sniper rifles, shotguns, assault rifles, small bombs, and rocket launchers. Powers: Telekinesis (summoning objects from the environment and chucking them at enemies), shooting lightning rods and energy beams (can kill in one shot), ability to blind your enemy, bullet-proof shields, teleporting, super jumping, flying, and accelerated running speed. Unlock rewards as you progress: As your score increases you gain access to rewards such as faster stamina regeneration, increased fire power, invisible to radar, longer super run, enhanced teleporting and more. Customize your character: Choose your armor and customize your look with a range of color schemes. [Sony]",71
