title,release_date,rating,description,metascore
Amnesia: The Bunker,2023-06-06,M,"Left all alone in a desolate WW1 bunker with only one bullet remaining in the barrel, it's up to you to face the oppressing terrors in the dark. Keep the lights on at all costs, persevere, and make your way out alive. In the shoes of the French soldier Henri Clément, you are armed with a revolver gun, a noisy dynamo flashlight, and other scarce supplies to scavenge and craft along the way. With randomization and unpredictable behavior, no play-through is the same.

Hunted by an ever-present threat reacting to your every move and sound, you must adapt your play-style to face hell. Every decision will change the outcome of how the game responds.",73
Lumo,2016-05-24,E10,"As a contemporary take on the long-lost isometric platform genre, Lumo can be enjoyed by anyone looking for an absorbing, challenging and rewarding adventure. But for those who lived through the golden age of videogames – the 80s and early 90s – or know about the games and culture from that time, layer upon layer of nods, winks and touches to those times help build upon the experience. [Playstation.com]",73
R-Type Final 2,2021-04-30,E10,Wave Cannon attacks by trans-dimensional fighters equipped with firepower equivalent of that of a battleship. This game is thoroughly focused on expressions of how enemies are destroyed. The feeling of exhilaration in the destructions is thoroughly pursued.,73
Cricket 19,2019-05-29,E,"Lead your team to international glory with Cricket 19. The truly global cricket simulation from Big Ant Studios, the leading name in authentic, realistic cricket action, Cricket 19 allows you to take control of your team, from club through national level, and lead them to T20, ODI, or Test Match glory.",73
Shio,2018-05-22,E,"Shio is a challenging platformer game in which you deep and moving story by jumping from lantern to lantern. If you are big fan of Super Meat Boy, you will like Shio as well!",73
Titan Souls,2015-04-14,T,"Between our world and the world beyond lie the Titan Souls, the spiritual source and sum of all living things. Now scattered among the fallout and guarded by the idle titans tasked with their care, a singular hero armed with a solitary arrow is once more bringing together shards of the Titan Soul in a mission for truth and power.",73
Escape Plan (2012),2013-12-03,T,"From the producers behind Fat Princess, comes an original new experience -- Escape Plan. Escape Plan takes advantage of the Vita system's multi-touch display, rear touch panel, swipe interfaces and motion sensor, putting the fate of the hapless heroes in the palm of your hand. Players can swipe, squeeze, poke and slap Lil and Laarg to manipulate the characters and interact with the diverse environments. Only you can help them survive each deadly room before their captor and nemesis, Bakuki, recycles them and turns them into his minions... or sheep. [Sony]",73
Persona 3: Dancing in Moonlight,2018-12-04,T,Choose from several difficulty levels and dance alongside the members of SEES in a customizable rhythm game experience. Characters can tear up the dance floor with a partner by performing well during a song and entering “Fever” mode; try out some of your favorite character combinations.,73
Weird West,2022-03-31,M,"Survive and unveil the mysteries of the Weird West through the intertwined destinies of its unusual heroes in an immersive sim from the co-creators of Dishonored and Prey. Discover a dark fantasy reimagining of the Wild West where lawmen and gunslingers share the frontier with fantastical creatures. Journey through the origin stories of a group of atypical heroes, written into legend by the decisions you make in an unforgiving land. Each journey is unique and tailored to the actions taken - a series of high stakes stories where everything counts and the world reacts to the choices you make. Form a posse or venture forth alone into an otherworldly confines of the Weird West and make each legend your own.",73
Ashes Cricket,2017-11-16,E,"Ashes Cricket is the officially licensed video game of cricket's greatest rivalry. Bringing all the fast-paced action, big hits and skill that you see in the greatest cricket competition on earth, in both a more realistic and authentic way than ever before, you'll be able to bathe your team in glory in the men's and women's 2017/2018 Ashes tours. Courtesy of Big Ant's unique photogrammetry technology, Ashes Cricket presents official photorealistic likenesses for all of the Australian and English men's and women's teams -- it will make you feel like you're right there at the live game. Star Test players have been fully motion-captured and you can choose your own batting or bowling style to make your game your own. Big Ant's most detailed and refined cricket engine to date allows for true 360-degree batting. No two players will play the game the same way!",73
World to the West,2017-05-05,E10,"A teleportation-mishap, a broken contract, a mysterious tree, and a foolhardy expedition set the stage for our four heroes. Follow Lumina, Teri, Knaus, and Clonington on a rip-roaring adventure full of twists and turns through the World to the West.",73
The Swindle,2015-07-28,E10,"The Swindle is a platforming, action and stealth game set in a Victorian Steampunk world.",73
Action Henk,2016-03-08,E,"Action Henk is a platform-racing game set in a beautifully crafted 3D toy box world, where a cast of classic action figure inspired characters compete to once and for all prove that Action Henk is the fastest of them all. The game challenges players to shave milliseconds off their times by running, jumping and butt-sliding with 5 playable characters across over 70 challenging levels in a game which revels in almost sonic speeds.",73
Batman: Return to Arkham,2016-10-18,T,"Return to Arkham and experience two critically acclaimed titles from the last generation - Batman: Arkham Asylum and Batman: Arkham City, with fully remastered and updated visuals. Batman: Return to Arkham includes the comprehensive versions of both games and includes all previously released additional content. Batman: Arkham Asylum exposes players to a dark and atmospheric adventure that takes them into the depths of Arkham Asylum -Gotham City's high security psychiatric hospital for the criminally insane. Use Batman's legendary gadgetry, strike from the shadows, and confront The Joker and Gotham City's most notorious super villains. Batman: Arkham City sends players soaring into Arkham City - a heavily fortified sprawling district in the heart of Gotham City. Batman Arkham City introduces a brand-new story that draws together an all-star cast of classic characters and murderous villains from the Batman universe.",73
Never Alone (2014),2014-11-18,E10,"Developed in partnership with the Alaska Native community, Never Alone (Kisima Ingitchuna) is an atmospheric puzzle platformer that explores the harsh and dynamic world of Alaska Native stories. Delve deeply into the traditional lore of the Inupiat people of the Arctic.",73
GRID,2019-10-11,E,"Capturing intense moment-to-moment racing action, GRID returns with an all-new experience where every race is the chance to choose your own path, create your own story and define your legacy in the motorsport world.

From the creators of the hugely successful DiRT and F1 series, Codemasters invites you to take your place in the GRID World Series and compete in intense wheel-to-wheel racing with the most iconic and desirable race cars -- current and classic, from GT through Touring and Muscle to Stock and Super Modifieds -- and in some of the world's most famous city streets, ovals and circuits.

GRID captures every moment of the race, from the adrenaline rush of lights-out to the elation at the chequered flag -- and in-between, it's all action too. Incidents come one right after the other -- tight overtakes, bumper-to bumper scrapes and competitive collisions -- all heightened by rivalries, team-mates and a nemesis driver who will all either try to help or hinder your progress as you achieve your goal of becoming the GRID World Series champion.",73
Just Cause 3,2015-12-01,M,"Set in the bucolic Mediterranean island republic of Medici, a land crumbling under the brutal rule of General Di Ravello, you assume control of franchise's hero Rico Rodriguez, a man on a mission to liberate his homeland and the people of Medici...by any means necessary. With over four hundred square miles of utter freedom from sky to seabed and a massive arsenal of weaponry, gadgets and vehicles, prepare to unleash chaos in the most creative and explosive ways you can dream up.",73
The Crew: Wild Run,2015-11-17,T,"The Crew Wild Run takes players to what's known as The Summit, a massive gathering of drivers and racing enthusiasts facing off in a series of extreme events in well-known American locations. Players put their skills to the test competing to find out who would become king of the road. Players are free to choose dragsters designed to reach ridiculous top speeds, drift cars that demonstrate inverted control angles, unstoppable monster trucks that can perform backflips and jumps, or a wide range of agile motorcycles from respected brands geared to take on the fastest cars on and off the road. [Ubisoft]",73
MotoGP 14,2014-11-04,E,"MotoGP 14 returns with an overhauled and improved graphics engine. New game modes, all the riders from the 2014 and 2013 seasons and legendary riders from the history of the MotoGP give you the chance to live the dream of being an actual rider.",73
Futuridium EP,2014-09-30,E,"An old school shoot'em up with a modern twist. Futuridium EP offers fast paced, non stop, hard as hell action, with an original 45 minutes soundtrack and colourful, glitchy graphic.

Free, on Pc Windows, Mac and (soon) Linux.",73
Stories: The Path of Destinies,2016-04-12,T,"In Stories, each choice you make takes Reynardo into a unique narrative. From tongue-in-cheek takes on heroic adventures to dark, Lovecraftian scenes, Stories’ repertoire is as diverse as it is action-packed. But Reynardo’s fateful decisions won’t always be easy: Sometimes retrieving a weapon lost at the beginning of time means sacrificing the life of an old friend. [Playstation.com]",73
Vaporum,2019-04-09,T,"Vaporum is a grid-based dungeon crawler RPG in an original steampunk setting, inspired by old-school classics of the genre. Stranded in the middle of an ocean, in front of a gigantic tower, the hero has to find out what the place is, what happened there, and most importantly, who he is.",73
Minecraft: Story Mode - Episode 3: The Last Place You Look,2015-11-24,E10,"Minecraft: Story Mode is like a playable TV show based on the game, where YOU are the star, and your choices and actions decide how the story is told. You are Jesse, and you and your friends are thrown into an adventure to save the world. While visiting EnderCon, your gang stumbles on something dreadful. Terror is unleashed, and your only hope is to track down the “Order of the Stone”, a fabled group of adventurers who slew the legendary Ender Dragon. But where are they? In a race against time, you will travel across the over-world, through the Nether, to The End, and beyond.",73
Vaporum,2019-04-09,T,"Vaporum is a grid-based dungeon crawler RPG in an original steampunk setting, inspired by old-school classics of the genre. Stranded in the middle of an ocean, in front of a gigantic tower, the hero has to find out what the place is, what happened there, and most importantly, who he is.",73
Strange Brigade,2018-08-28,T,"Egypt, the 1930's. Erased from ancient history and buried in a nameless tomb for 4,000 years, Seteki the Witch Queen has risen once again. Only one troop of daring heroes can stand against the fearsome power of Seteki and her army of mummified monstrosities: The Strange Brigade!

Explore remarkable ruins, solve perilous puzzles and uncover tantalising treasure while blasting your way through an array of undead enemies in thrilling third-person action that's certain to bring out your inner adventurer!",73
Destiny 2: Shadowkeep,2019-10-01,T,"New nightmares have emerged from the shadows of our Moon. Called forth by haunting visions, Eris Morn has returned. Join her to slay these nightmares before they reach out beyond the Moon to cast humanity back into an age of darkness. Features: New Missions, & Quests; New Destination & Dungeon; New Weapons and Gear to Earn; An All New Raid; and more.",73
Surviving Mars,2018-03-15,E10,"Surviving Mars is a sci-fi city builder all about colonizing Mars and surviving the process. Choose a space agency for resources and financial support before determining a location for your colony. Build domes and infrastructure, research new possibilities and utilize drones to unlock more elaborate ways to shape and expand your settlement. Cultivate your own food, mine minerals or just relax by the bar after a hard day's work. Most important of all, though, is keeping your colonists alive. Not an easy task on a strange new planet.

There will be challenges to overcome. Execute your strategy and improve your colony's chances of survival while unlocking the mysteries of this alien world. Are you ready? Mars is waiting for you.",73
LEGO Batman 3: Beyond Gotham,2014-11-11,E10,"Batman joins up with the super heroes of the DC Comics universe and blasts off to outer space to stop the evil Brainiac from destroying Earth. Using the power of the Lantern Rings, Brainiac miniaturizes worlds to add to his demented collection of mini cities from around the galaxy. Te greatest super heroes and the most cunning villains must now unite and travel to different Lantern Worlds to collect the Lantern Rings and stop Brainiac before nothing more can be done.",73
LEGO Marvel Super Heroes 2,2017-11-14,E10,"With a completely original branching storyline, LEGO® Marvel Super Heroes 2  introduces amazing new gameplay features, including the ability for characters to manipulate time and a four-player competitive Super Hero battling mode. With a huge array of brand new characters from the Marvel Universe, including old favorites in new guises, this game is sure to thrill both LEGO and Marvel fans, as well as newcomers to the series.",73
NBA 2K Playgrounds 2,2018-10-16,E,"NBA arcade action is back with NBA 2K Playgrounds 2. The sequel takes street balling to the next level with an expansive roster of current and retired NBA players, improved online matchmaking with dedicated servers, four-player online matches, three-point contests, new playgrounds, custom matches, and more. Pick your team, get ready to jam, and Ball Without Limits.",73
Game of Thrones: Episode Four - Sons of Winter,2015-05-26,M,"In this fourth episode, the fate of the scattered Forresters hangs in the balance, and no one allied with the family is considered to be safe. An unexpected meeting offers Rodrik a new opportunity to free Ironrath from its Whitehill stranglehold, but with young Ryon Forrester still imprisoned, his next moves are critical. Gared must abandon Castle Black and venture beyond the Wall in search of the mysterious North Grove, risking encounters with Wildlings and worse. In King's Landing, the population is reeling from a recent royal death, and Mira must step carefully in an increasingly complex game of politics where secrets are traded as currency. Far away in Essos, Asher infiltrates the slave city of Meereen at the behest of Daenerys Targaryen, but will the friendship he holds dear break under the strain of a mission that raises memories best forgotten? [Telltale Games]",73
Eagle Flight,2016-11-08,E10,"50 years after humans vanished from the face of the Earth, nature reclaimed the city of Paris, leaving a breathtaking playground. As an eagle, you soar past iconic landmarks, dive through narrow streets, and engage in aerial dog fights to protect your territory from opponents. With intuitive controls, you quickly learn to perform impressive aerial maneuvers in the blink of an eye. Eagle Flight sends you to the skies to experience the freedom of flying and explore Paris from a never-before seen perspective.",73
Demon Gaze II,2017-11-14,T,"Demon Synergy: As the Demon Gazer, turn foes to allies and power them up using the Trance Demon Mode, or fuse with them using the Demon's Cross.",73
WWE 2K16,2015-10-27,T,"Offering more than 120 unique playable characters, including cover Superstar Stone Cold Steve Austin alongside Seth Rollins, Daniel Bryan, Dean Ambrose, Bad News Barrett, Paige and Finn Bálor, WWE 2K16 includes the largest roster in WWE games history. The roster contains a combination of current WWE Superstars and Divas, emerging NXT talent, WWE Hall of Famers and WWE alumni from multiple eras.",73
Aven Colony,2017-07-25,E10,"Aven Colony puts you in charge of humanity's first extrasolar settlement on Aven Prime, an alien planet of deserts, tundras, and jungles light years from earth. Build the infrastructure, look after the well-being of your citizens, manage your resources, and guide your colony to prosperity -- all while dealing with the harsh and often dangerous realities of an alien world.

Features:

* Build: Take charge of humanity's first extrasolar settlement on a new alien world. Build and expand your small colonies into massive, sprawling cities.

* Discover: Deploy your crack team of pioneers to take on alien lifeforms and unlock the secrets of Aven Prime, as you tackle the campaign and sandbox modes.

* Survive: Prepare for harsh winters, electrical storms and much more in this cruel and often dangerous new environment.",73
Samurai Warriors 4-II,2015-09-29,T,"Naomasa Ii appears as a playable character for the first time, and the various personalities of the age are explored in more depth in Story Mode, which is now focused on individual characters.",73
Warhammer: End Times - Vermintide,2016-10-04,M,Vermintide is an epic co-operative action combat adventure set in the End Times of the iconic Warhammer Fantasy world.,73
The Surge,2017-05-16,M,"Set in a dystopian future as Earth approaches the end of its long life, those who remain in the overpopulated cities need to work to survive as social programs become saturated by an ageing population and increasing environmental diseases. As the intelligence of technology incrementally increased over the years, many jobs for the human race had been made redundant, forcing Earth's people to flee to the suburbs seeking labor, aided by exoskeletons to improve their efficiency. The world of The Surge offers a grim vision of the future, one in which the evolution of our technology, our society and our relationship with the environment led to a decadent state of the Human condition. The Surge features innovative combat mechanics and an original character progression system based on modular upgrades gained through tight, visceral combat.",73
eFootball PES 2021,2020-09-15,E,"The eFootball PES 2021 Season Update brings you all of the critically acclaimed features that won us E3 2019's ""Best Sports Game"" award, plus more!
As the PES franchise celebrates a quarter of a century since its debut in 1995, we invite you to join us once again as we head out onto the pitch for a new action-packed season of football.
Boasting all the latest player and club data, the game also comes with an exclusive UEFA EURO 2020™ mode, allowing you and your friends to simulate some of the sport's most heated rivalries.",73
Assetto Corsa,2016-08-30,E,"Assetto Corsa is designed to provide a very realistic driving experience, with single player and multiplayer options, officially licensed cars and tracks developed using Laser scan technology, and the highest level of accuracy possible in reproducing real world motor racing environments. Also, Assetto Corsa allows for considerable customisation and modification, in order to satisfy the expectations of professional simracers, gamers who prefer to approach the driving experience more progressively, and hobbyists who just like to collect lots of cars and tracks.",73
Yesterday Origins,2016-11-17,M,"In Yesterday Origins, the main protagonists John Yesterday and his partner Pauline, immortals who own an antiques store in Paris, travel across the globe through multiple periods. The story takes place across the current and medieval eras, through a series of flashbacks. At the beginning of the game, a young John is imprisoned by the Spanish Inquisition for witchcraft, just prior to the sequence of events that will change his life/lives forever. Although not yet able to resurrect at that point of his life, he has already attracted the attention and fallen foul of Church authorities due to his unusual ability to understand and speak every language he encounters.",73
Star Ocean: First Departure R,2019-12-05,T,"Space Date: 346. From a power yet undiscovered, a new generation will be born. Our tale begins on the primitive planet of Roak where Roddick lives in the peaceful and uneventful town of Kratus. As a member of the village’s local “Defence Force” tasked with the protection of Kratus, Roddick learns of a mysterious disease that has broken out in the neighboring town. Those infected turn to stone, but continue to live on in a petrified state. Roddick, along with his two friends Millie and Dorne, make their way to the neighboring town. Informed of a cure for the sickness, they head to Mt. Metorx where a healing herb is rumored to grow. When they reach the summit, the party encounter Ronyx and Ilia, who appear before them in a pillar of light. Thus, the story of STAR OCEAN begins...",73
Marvel's Iron Man VR,2020-07-03,T,"In Marvel’s Iron Man VR the player, who plays as the genius inventor Tony Stark, confronts ghosts from his past—powerful forces who seek to ruin him and everything he stands for. By fully embracing the magic of PlayStation VR, players will come face-to-face with iconic allies and Super Villains as they jet around the globe on a heroic mission to save not only Stark Industries, but the world itself. [PlayStation.com]",73
Dragon Ball Z: Kakarot,2020-01-17,T,"Relive the story of Goku in DRAGON BALL Z: KAKAROT! Beyond the epic battles, experience life in the DRAGON BALL Z world as you fight, fish, eat, and train with Goku. Explore the new areas and adventures as you advance through the story and form powerful bonds with other heroes from the DRAGON BALL Z universe. 

Experience the Story
Experience the story of DRAGON BALL Z from epic events to light-hearted side quests, including never-before-seen story moments that answer some burning questions of Dragon Ball lore for the first time!

Iconic DRAGON BALL Z
Play through iconic DRAGON BALL Z battles on a scale unlike any other. Fight across vast battlefields with destructible environments and experience epic boss battles that will test the limits of your combat abilities. Increase your power level and rise to the challenge! 

Don't Just Fight As Goku
Live as Goku. Fish, fly, eat, train, and battle your way through the DRAGON BALL Z sagas, making friends and building relationships with a massive cast of DRAGON BALL characters.",73
Raiden V,2017-10-10,E10,"Arcade hit Raiden first left its mark on the shooting genre 25 years ago. The easy to learn, hard to master series comes to PS4 in what makers call its most modern and advanced form yet.",73
Nidhogg 2,2017-09-15,T,"The rules are simple. Reach the other side and kill anyone that stands in your way. Deftly parry and rend their throats, riddle their bowels with arrows, or squish their brains between your toes. The wurm cares not for chivalry.",73
ClaDun Returns: This is Sengoku!,2017-06-06,E10,"Set in Japan's Sengoku Era, you wake up in the mysterious land of Arcanus Cella where the souls of the dead gather as they await reincarnation. However, some souls have unfinished business that needs to be settled before they can reincarnate. As the player, you will assist these souls by traveling to real-world locations in feudal Japan and fighting your way through dangerous dungeons filled with monsters and traps.",73
inFamous: First Light,2014-08-26,T,"Locked away in a prison for super powered humans, Fetch is forced to relive tragedies from her past. Unravel her dark secret in Seattle while battling to escape snowy Curdun Cay and pursue vengeance against those who did her wrong.",73
Arcade Spirits,2020-05-01,T,"In the year 20XX, arcades still reign supreme. Take part in a romantic comedy visual novel and get to know the eccentric residents of the local Funplex. The future is filled with love and friendship.",73
LEGO Harry Potter Collection,2016-10-18,E10,"The Lego Harry Potter Collection brings Years 1-4 and Years 5-7 to PS4 for the first time with both games remastered on one disc. This compilation unites the creative skills of Lego and the expansive world of Harry Potter, with a journey full of spell-casting, potion-making, puzzle-solving, lessons, dueling, and much more for players of all ages to enjoy. [Playstation.com]",73
Immortal Redneck,2018-02-27,M,"Immortal Redneck mixes old-school first-person shooter action with rogue-lite mechanics. Frantic gameplay, twitch controls and an arcade-style feel meet randomly generated dungeons, a complete skill tree, permanent death and nine classes with different traits.",73
Creed: Rise to Glory,2018-09-25,T,"Follow the ascent of boxer Adonis Creed as you go toe-to-toe with the world’s top opponents in an intense boxing experience that lets you train, fight, and win like a Creed.",73
Ninja Gaiden: Master Collection,2021-06-10,M,"Three extremely high speed and intense ninja action games are now available in one package. Enjoy 3 games from the NINJA GAIDEN series in this single collection.  The nostalgic yet timeless high-speed action of the series unfolds on the latest hardware, so look forward to heated battles with fearsome opponents. In addition to Ryu Hayabusa, the 4 female characters Ayane, Rachel, Momiji, and Kasumi are also playable. Pair up favorite characters, and switch between characters during battles. The heroines included in this title are the same as the original versions. In addition, the characters that are playable and scenes (modes) vary for each title.

Most of the previously released game modes and DLC costumes for each title are included in this thrilling collection. In addition to Ryu Hayabusa, each of the other characters also have many different costumes to choose from, allowing for action packed battles in outfits of your choice.

Included Titles:

* NINJA GAIDEN Sigma (NINJA GAIDEN )
* NINJA GAIDEN Sigma 2 (NINJA GAIDEN 2)
* NINJA GAIDEN 3: Razor's Edge
Classic Costumes Included
 DLC costumes included",73
Star Wars Battlefront,2015-11-17,T,"Star Wars Battlefront lets players live out a broad array of heroic moments and intense battle fantasies of their own – firing blasters, riding speeder bikes and snow speeders, commanding AT-ATs and piloting TIE fighters and the Millennium Falcon. These battles will take place on the iconic planets of the Star Wars universe, including Endor, Hoth, Tatooine and the previously unexplored planet, Sullust. Gamers can play as the memorable characters from the original trilogy such as Darth Vader and Boba Fett. Star Wars Battlefront features a wide range of modes tailored for different types of battles, from larger 40-person competitive multiplayer to crafted missions that are played solo, with a partner via split-screen offline or co-operatively online. [EA/Lucasfilm]",73
Wizard of Legend,2018-05-15,E10,Wizard of Legend is a fast paced 2D dungeon crawler where you assume the role of a powerful wizard on his quest for fame and glory! Combine powerful spells and quick reflexes to become a Wizard of Legend!,73
Sakura Wars,2020-04-28,T,"Improve the Revue Flower Division team's fortune to avoid being shut down in Sakura Wars for PlayStation 4. Set in a 1940s steampunk Tokyo, this single-player game features a dynamic LIPS dialogue system so you can build relationships through what you say and the way you say it. Lead your motivated team members to victory on the battlefield for a thrilling Sakura Wars experience.",73
Digimon Story Cyber Sleuth: Hacker's Memory,2018-01-19,T,"Hack your way to the truth! After being accused of a crime he didn't commit, Keisuke Amazawa has no choice but to dive into the digital world and investigate to prove his innocence. Even if that means joining a group of hackers and help them to solve the troubles threatening this mysterious universe. Between real and digital, here lies the truth!

FEATURES:

* Cyber Punk Atmosphere: Dive into a deeper and darker adventure, at crossroads between real and digital.

* Deep and Addictive Gameplay: Experience the perfect mix between adventure, raining and battle with over 320 Digimon to discover. Enjoy a wider range of battle strategies in a classic turn based gameplay enhanced by Digimon's skills, compatibilities and combos.

* The Untold Story: Discover the mysterious backstory to the events that happened in 'Digimon Story: Cyber Sleuth'.",73
Tom Clancy's Rainbow Six Siege,2015-12-01,M,"Tom Clancy’s Rainbow Six Siege is inspired by real world counter-terrorist organizations, and inserts players in the middle of lethal close-quarters engagements. For the first time in a Tom Clancy’s Rainbow Six game, players can choose from a variety of unique Counter Terrorist Operators and engage in tangible sieges, a new style of assault in which enemies have the means to transform their environments into modern strongholds while Rainbow Six teams lead the assault to breach the enemy’s position.",73
Heroland,2019-12-03,T,"Highly customizable RPG - as a hero Tour guide, you choose what your party does, and when! Customize strategies, weapons, and more, including taking home treasure to decorate Lucky's room.",73
The Elder Scrolls Online: Greymoor,2020-06-09,M,"A YEAR-LONG GOTHIC ADVENTURE
Stop a powerful Vampire Lord from enslaving Tamriel in the Dark Heart of Skyrim, a gothic tale of sinister secrets and deadly betrayals. The Elder Scrolls Online: Greymoor is the next stage in the epic story that begins with the Harrowstorm DLC and continues throughout the entire year. 

EXPLORE WESTERN SKYRIM
Venture through an iconic land, almost 1000 years before the events of The Elder Scrolls V: Skyrim. Traverse the frozen tundra and snowy mountains of the Nord homeland and delve into the perilous depths of long-forgotten Blackreach.

AN ANCIENT EVIL
Terrible monsters, led by a Vampire Lord, rise from the depths of Blackreach, intent on devouring souls to fuel their fiendish plans. As darkness consumes the land, Skyrim needs heroes to restore the light.

DISCOVER TAMRIEL'S HISTORY
Travel across Tamriel to recover lost artifacts with the new Antiquities System. Scry the location of ancient relics and excavate them to uncover Tamriel's hidden history and become a world-renown Archaeologist! 

ALL-NEW ADVENTURES
Explore the land of the Nords and encounter a people as unique and stalwart as Skyrim itself! This all-new zone features a macabre main story, exciting side quests, terrifying world bosses, dangerous delves, and more. 

A NEW TRIAL: KYNE'S AEGIS 
Defend the island bastion of Kyne's Aegis in a massive 12-player trial and protect the besieged villagers from invading Sea Giants. Battle hordes of monstrous raiders and three challenging bosses in this new PvE group challenge. 

NEW WORLD EVENTS: HARROWSTORMS 
Supernatural Harrowstorms plague Western Skyrim, draining the life energy of anyone caught within and transforming them into ravenous monsters or mindless zombies. Band together and shut down these world events before the very soul of Skyrim is lost. 

NEW REWARDS: SKYRIM'S BOUNTY 
Earn, unlock, and loot a massive selection of new and unique rewards found within the snow-swept region of Western Skyrim, including six armor sets, tons of collectables, Achievements, items, and more!",73
TOHU,2021-01-28,Rating not found,"Tohu’s story takes place across a weird and wonderful universe of fish planets. Jump in and you’ll discover a startling variety of locations to explore. From the back of a fetid swamp fish, to the garish hide of a circus seahorse, each location offers up a vivid new visual tapestry to feast your eyes upon.",73
Sparklite,2019-11-14,E10,"Sparklite is an action-adventure set in the whimsical and ever-changing land of Geodia. Battle foes in top-down action using an arsenal of gadgets, guns, and gear. Explore dangerous corners of the procedurally generated world, take down titans of the mining industry, and harness the power of Sparklite.",72
Styx: Shards of Darkness,2017-03-14,M,"Following the fall of Akenash tower, an extraordinary matter has forced Styx out of hiding and into Korrangar, city of the Dark Elves. Supposedly impregnable, a diplomatic summit offers Styx a chance at slipping in unnoticed. His infiltration complete, Styx will stop at nothing to accomplish the robbery of a lifetime: stealing a scepter of immense and indomitable power.

Embark upon a stealthy adventure with new enemies, new environments, and a plethora of new mechanics refining the abilities of Styx - grappling around corners, climbing ropes, and using his trusty knife to zip line!",72
Persona 5: Dancing in Starlight,2018-12-04,T,Choose from several difficulty levels and dance alongside the members of The Phantom Thieves in a customizable rhythm game experience. Characters can tear up the dance floor with a partner by performing well during a song and entering “Fever” mode; try out some of your favorite character combinations.,72
Headmaster,2016-10-13,E10,Practice Zone 1.0 - An oft-requested feature since Headmaster's launch has been a mode where players can work on their heading skills with unlimited chances and no pressure to win. We've built this and also added motion trails to the balls (similar to Angry Birds) so players can hone in on targets.,72
Destiny: House of Wolves,2015-05-19,T,"Expand your Destiny adventure with a myriad of weapons, armor, and gear to earn in new story missions, 3 new competitive multiplayer maps, and a new cooperative Strike. Expansion II introduces a new competitive elimination mode in the Crucible and an all-new arena activity – The Prison of Elders. The Reef is open. Join the Awoken and hunt down the Fallen rising against us.",72
Beyond: Two Souls,2015-11-24,M,"Live the life of Jodie Holmes, a young woman who possesses supernatural powers through her psychic link to a mysterious invisible entity. Experience the most striking moments of Jodie's life as your actions and decisions determine her fate. As she traverses the globe, Jodie will face incredible challenges against a backdrop of emotionally-charged events never before seen in a video game.",72
NHL 21,2020-10-13,E10,"Gameplay in NHL 21 has gotten smarter, faster and a whole lot flashier. With innovative moves and massive improvements on both sides of the puck, players have more options than ever before to take control of the game and impose their playstyle on opponents. Recognize Revolutionary with Gameplay in NHL 21. A brand new Be A Pro experience gives you the chance to live the life of an NHL player, on and off the ice. Impress the front office, go early on draft day, and chase greatness as you earn your spot on the first line, compete for the Stanley Cup, and become the league’s next best. Recognize Future with Be A Pro in NHL 21. World of Chel makes it easier than ever to jump in, and play solo or connect with friends on your way to wins and rewards. This year, we’re introducing Ranked Seasons — where you’ll compete across each of the four modes to earn rewards and play in the new EASHL Club Finals. [Electronic Arts]",72
Broken Sword 5: The Serpent's Curse,2015-09-08,T,"Paris in the spring. Shots ring out from a gallery… A robbery… a murder… and the beginning of another epic, original Broken Sword adventure. From Revolution Software comes the latest explosive episode in this classic series.",72
Hatoful Boyfriend,2015-07-21,E10,"Congratulations! You’ve been accepted as the only human student at the prestigious St. PigeoNation’s Institute, a school for talented birds. Roam the halls and find love in between classes as a sophomore student at the world’s greatest pigeon high school.",72
Tricky Towers,2016-08-02,E,"Tricky Towers is a multiplayer tower building game. Players must build a tower and be faster and better at it than their opponents. To spice things up, players use magic spells to support their structure or mess up the towers of their opponents.",72
Zombie Army 4: Dead War,2020-02-04,M,"Hitler’s hordes are back for more in this spine-chilling shooter from the makers of Sniper Elite 4! Abominable occult enemies, epic weapons and a harrowing new campaign for 1-4 players await in 1940s Europe, as you fight to save humankind from undead Armageddon!",72
Final Fantasy Type-0,2015-03-17,M,Experience the epic saga of the eastern lands of Orience. Alternate at will between fourteen characters with unique weapons and abilities.,72
Legend of Mana Remastered,2021-06-24,T,"Create your World. In ancient times, the world was saved from destruction by sealing locations and events within magical artifacts.
Now, you have the chance to recreate this world as you desire by discovering artifacts, placing them, and exploring the mysteries inside. 

> Construct a unique world map and story by carefully placing artifacts 
> Explore areas in any order, encountering nearly 70 different gameplay scenarios 
> Battle enemies in real-time with special attacks and customizable controls 
> Control every aspect of your new world: raise faithful pet monsters, create powerful golems, forge mighty weapons, and refine magical instruments
> Adventure with a friend by having tyem importing their Legend of Mana character from a MEMORY CARD, or take control of an NPC",72
CastleStorm: Virtual Reality,2017-08-01,Rating not found,"Catapult yourself onto the battlefield like never before in CastleStorm VR, a new take on the tower-defense action-RPG phenomenon. Pit knights, soldiers, archers and even griffins against formidable foes in full VR castle vs. castle combat. See, feel and hear every arrow, battle cry and ballista shot on the battlefield, and get medieval in a whole new way with CastleStorm VR. [Playstation.com]",72
Yomawari: Lost in the Dark,2022-10-25,T,"To break a curse placed upon her, a young girl must venture into the haunted streets of her town at night to search for her lost memories while evading
the twisted spirits that lurk in the darkness.",72
