title,release_date,rating,description,metascore
Cursed to Golf,2022-08-18,E,"Cursed to Golf is a golf-like adventure where every shot counts. Players are tasked with making it out of Golf Purgatory to become a Golfing Legend.

With insane hazards, otherworldly power-ups and tons of replayability, will you make it back alive or will you forever be... Cursed to Golf!?",74
The Quarry,2022-06-10,M,"As the sun sets on the last day of summer camp, the counselors of Hackett’s Quarry throw a party to celebrate. Things quickly take a turn for the worse. Hunted by blood-drenched locals and something far more sinister, the teens' party plans unravel into an unpredictable night of horror. Play as each of the nine counselors in a thrilling cinematic tale, where every decision shapes your story.",74
The Cub,2024-01-19,T,"After the Great Ecological Catastrophe, the ultrarich flee to Mars and leave the rest to perish. But among them a small child who developed immunity to the hostile planet remains. Decades pass and those on Mars venture back to Earth to do recon. When they spot a small human child, The Cub, they immediately try to capture it. This sets off a journey of escape, exploration and discovery through the urban ruins of humanity coupled with frantic cat and mouse chases.

Challenging platform parkour inspired by classic SEGA games of the 90s - The Jungle Book, Aladdin, Lion King but with modern twists and ideas.

Platform parkour through the remains of humanity. Outwit evolved wildlife and dangerous hybrid flora. Crack environmental puzzles that keep you guessing. And stay one step ahead of the wicked humans who pursuing you in a twisted apocalyptic safari hunt.",74
Eiyuden Chronicle: Rising,2022-05-10,E10,"Eiyuden Chronicle: Rising combines a thrilling adventure through ancient ruins with the tale of one town’s rise from the ashes. Drawn by lenses and other treasure in the nearby Runebarrows, our heroes learn that the town is struggling to rebuild after an earthquake and decide to help. Along the way, they’ll resolve disputes between eager adventurers and wary locals who don’t think the Barrows should be disturbed. And they’ll learn more about each other’s reasons for seeking treasure, deepening their bonds in the process. As you will learn, these Runebarrows hide a great secret that has fateful implications for one of the characters. What begins as a simple treasure hunt turns into a dark conspiracy that will shake the world and plant seeds that carry over into the main story of Eiyuden Chronicle: Hundred Heroes. The game will introduce a portion of Eiyuden Chronicle’s cast of characters in an original story with thrilling action and engaging town-upgrading elements.",74
FIFA 21,2020-12-04,E,"On the street and in the stadium, FIFA 21 has more ways to play than ever before.  FIFA 21 rewards you for your creativity and control all over the pitch. Create more scoring opportunities with all-new dynamic attacking systems in the most intelligent FIFA gameplay to date. A new Agile Dribbling system gives you the means to unleash your creativity in 1-on-1 situations. Use fast footwork, more responsive close control, and new skill moves like the ball roll fake to explode past defenders. In FIFA 21, increased positional awareness elevates footballers’ in-game intelligence to put them in the right place at the right time. See world-class forwards hold their runs in line with the last defender, creative playmakers find space to play through balls, and midfielders shut off passing lanes as players better live up to their real-world understanding of space and time on the pitch. [Electronic Arts]",74
Disney Speedstorm,2023-09-28,Rating not found,"Drift into the ultimate hero-based combat racing game, set on high-speed circuits inspired by Disney and Pixar worlds. Master each character's unique skills on the racetrack and claim victory in this thrilling arcade racing experience from the creators of the Asphalt series!

DISNEY & PIXAR GO FULL BATTLE RACING
An incredible cast of characters including Captain Jack Sparrow, Mulan, Mickey Mouse, Sulley, the Beast and more are suited and revving up for racing combat. Upgrade each racer's stats and make the most of their unique skills that can impact the outcome of a single race and dramatically change the way you play the game!

ARCADE RACING REDEFINED
Anyone can pick up and play Disney Speedstorm but mastering skills and techniques like timing your nitro boosts, precisely drifting around corners, and adapting to dynamic track environments are crucial to dominating each race.

RACING TOGETHER HAS NEVER BEEN EASIER
Pick your racer and speed through action-packed tracks solo, or challenge friends in local and remote multiplayer modes. You can even face off with players from around the globe to become an online legend.

DISNEY & PIXAR INSPIRED RACETRACKS
Start your engine in environments inspired by some of your favorite Disney and Pixar films. From the docks of Pirates of the Caribbean's Pirates Island track to the wilds of The Jungle Book's Jungle Ruins map, and even racing on the Great Wall of China itself from Mulan or the Scare Floor from Monsters, Inc., you can experience these worlds from a fresh, exciting perspective geared specifically for racing!

CUSTOMIZE TO YOUR OWN STYLE
Choose your favorite racer's suit, a flashy kart livery, and show off stylish wheels and wings -- all of this and more is possible with the extensive customization features in the game!

NEW CONTENT RACING YOUR WAY
The action never slows down thanks to fresh seasonal content always around the corner. New Disney and Pixar racers will be added regularly, bringing special skills for you to master (or overcome), and unique tracks will be created often, to pump fresh strategy into the mix. Support characters, environments, customization options, and collectables will also drop in regularly, so there's always more to experience.",74
One Piece Odyssey,2023-01-13,T,"Join this brand-new RPG featuring new character and monster designs produced by Eiichiro Oda, the author of ONE PIECE. The game is also complemented by the beautiful music of Motoi Sakuraba, a composer well known for his various contributions to video games such as the Dark Souls and Tales of series.

During their voyage, the Straw Hats, led by Monkey D. Luffy are swallowed by a huge storm at sea. They end up on a mysterious island full of nature amidst the storm and become separated from each other. The crew sets out on a new adventurous journey filled with wonders of a raging nature, powerful enemies, and strange encounters with island locals.

Work together with Luffy and his crew to set sail once again!",73
Tom Clancy's Rainbow Six Extraction,2022-01-20,M,"Assemble your elite team of Rainbow Six Operators to launch incursions in the unpredictable containment zones and face off against an evolving Alien threat. Band together and put everything on the line as you take on this unknown enemy. Pick from 18 Rainbow Six operators. Assemble a squad in Co-op of up to three Operators, or go solo. Each operator has a specific set of weapons and abilities to learn improve and master, and improve through a new progression-system. Explore 12 uniquely designed maps featuring procedurally generated challenges will test your team every time. Knowledge, cooperation and a tactical approach are your best weapons to survive. Fail against the enemies and your Operators will go Missing in Action (MIA). Be prepared to fight a lethal, unpredictable and constantly evolving Alien Threat. You will have to count on your teammates to face each of the 10 parasitic archetypes. Their abilities, combined with the alien ecosystem, will stand in your way.",73
Chorus,2021-12-03,T,"Take control of Nara, once the Circle’s deadliest warrior, now their most wanted fugitive, on a quest to destroy the dark cult that created her. Unlock devastating weapons and mind-bending abilities in a true evolution of the space-combat shooter. Along with Forsaken, her sentient starfighter, explore ancient temples, engage in exhilarating zero-g combat, and venture beyond our waking reality. Lead Nara and Forsaken, her sentient ship, as their quest for redemption takes them across the galaxy and beyond the boundaries of reality. Enter a dark new universe, teeming with mystery and rife with conflict. Explore epic locations such as sprawling space stations and strange planes of existence beyond our own. Attain powerful weapons and combat upgrades. Master your ship’s unique drift mechanic and deadly mind-bending abilities, including extra-sensory perception, teleportation, and telekinesis. Chain your powers together to become the ultimate living weapon.",73
Arcadegeddon,2021-11-30,T,"Gilly, the owner of a local arcade, is trying to save his business from a faceless mega corporation. To do so he takes all the top arcade games and connects them all to make a super game, unfortunately the mega corporation, Fun Fun Co., hacks the game and injects a virus. You and your friends need to save the game and the last hometown arcade.",73
LEGO 2K Drive,2023-05-16,E10,"Welcome to Bricklandia, home of a massive open-world LEGO® driving adventure. Race anywhere, play with anyone, build your dream rides, and defeat a cast of wild racing rivals for the coveted Sky Trophy!
In LEGO 2K Drive, your awesome transforming vehicle gives you the freedom to speed seamlessly across riveting racetracks, off-road terrain, and open waters. Explore the vast world of Bricklandia, show off your driving skills, and build vehicles brick-by-brick!
THE ULTIMATE LEGO DRIVING EXPERIENCE
Get behind the wheel and gear up for tons of open-world exploration and thrilling races! Take on the exciting Story mode, jump into a single race or Cup Series tourneys, and let loose in off-the-wall minigames. Master the art of drifting, boosting, jumping, and using power-ups to defeat opponents!
RACE FOR THE SKY TROPHY
Story mode follows your journey from rookie racer to famous champion as you compete against a series of charismatic rivals. With each victory, you'll work your way up the ranks to take on the infamous Shadow Z.
OPEN-WORLD EXPLORATION
The vast and vibrant world of Bricklandia is yours to explore as you see fit, full of colorful characters and kooky quests. Zoom past lush fields on Turbo Acres' pavement, go off-roading in the deserts of Big Butte County, cruise across Prospecto Valley's picturesque waterways, and more.
UNLEASH YOUR CREATIVITY
Building vehicles in the Garage is as easy as snapping bricks together. Construct new cars and boats from scratch, modify any vehicle in your collection, or unwind with guided builds, then take your creation for a drive!
PLAY TOGETHER AT HOME AND ONLINE
Roam around Bricklandia in local splitscreen or join your driving buddies online!",73
The Elder Scrolls V: Skyrim Anniversary Edition,2021-11-11,M,"The Anniversary Edition includes Skyrim Special Edition and 74 creations, all 48 currently available and 26 to be released. These showcase over 500+ individual elements such as quests, items, armor, houses, etc.",73
Arizona Sunshine 2,2023-12-05,M,"Welcome back to sun-kissed, zombified Arizona. Narrated by the unmistakable quips of our dark-humored protagonist, Arizona Sunshine 2 sets you on an all-new limb-strewn adventure in search of answers. In a post-apocalyptic world where every bullet counts, experience the thrill of realistic combat as you wield all-new and fan-favorite weapons--from shotguns to machetes and flamethrowers.

And what's better than braving the end of the f***ing world? Surviving it with your new best friend--Buddy. Not only is Buddy your four-legged companion through thick and thin, he's also the goodest boy and will help take down those pesky Freds for you.",73
Call of Duty: Vanguard,2021-11-04,M,"This is WWII combat like never before. Witness the origins of Special Forces as you play a pivotal role and change the face of history, forming Task Force One in a gripping Campaign across four major theaters of war. Become an original Special Forces Operator in an online Multiplayer rich in innovation with 20 maps available at launch. Prepare for a franchise-first, universe-expanding Zombies crossover. Immerse yourself in a fully integrated Call of Duty®: Warzone™ experience featuring a new and massive map. This is the most connected Call of Duty ever, all powered by the next generation Call of Duty® engine introduced in Modern Warfare.",73
Outriders,2021-04-01,M,"Outriders is a 1-3 player co-op RPG shooter set in an original, dark and desperate sci-fi universe. As mankind bleeds out in the trenches of Enoch, you'll create your own Outrider and embark on a journey across the hostile planet. With rich storytelling spanning a diverse world, you'll leave behind the slums and shanty towns of the First City and traverse forests, mountains and desert in the pursuit of a mysterious signal. Combining intense gunplay with violent powers and an arsenal of increasingly twisted weaponry and gear-sets, Outriders offers countless hours of gameplay from one of the finest shooter developers in the industry People Can Fly.",73
Trinity Fusion,2023-12-15,T,"Explore dark, sci-fi worlds and engage in fast-paced and precise combat in Trinity Fusion - a Rogue-Lite action platformer set in a sprawling, doomed multiverse.",73
Resident Evil Village: Winters' Expansion,2022-10-28,Rating not found,"The first piece of content is the Third-Person Mode. This will allow you to play the main story mode in a third-person perspective. This new viewpoint will let you see Ethan as he faces off against his enemies. Next is The Mercenaries Additional Orders. The arcade-like action shooting experience returns with additional stages and new playable characters such as a fully prepared Chris Redfield, Karl Heisenberg, who wields a giant hammer and possesses the ability to control magnetic forces, and Alcina Dimitrescu who is over nine-feet tall. And Finally, Shadows of Rose. Players saw Rose as a baby in the main story of Resident Evil Village. This DLC will show her story of survival 16 years after the original campaign. [Capcom]",73
"Warhammer 40,000: Boltgun",2023-05-23,M,"Load up your Boltgun and plunge into battle headfirst! Experience a perfect blend of Warhammer 40,000, classic, frenetic FPS gameplay and the stylish visuals of your favourite 90's retro shooters.

Play a battle-hardened Space Marine on a perilous mission across the galaxy, as they battle against the Chaos Space Marines and daemons of Chaos.

In glorious boomer shooter style, unleash your devastating Space Marine arsenal as you blast through an explosion of sprites, pixels and blood. Run, jump and charge across huge levels to shoot, shred and slice the worst heretics across the galaxy!",73
Romancing SaGa: Minstrel Song Remastered,2022-12-01,Rating not found,"In the long, long ago of 1992, Square Enix released the fantastic Romancing SaGa on the Super Famicon in Japan. The fourth 'SaGa' game, it revolutionized the series with its non-linear structure and innovative mechanics.

13 years later, a remake was released for the PlayStation 2 in Japan as ""Romancing SaGa: Minstrel Song"" and later in North America as ""Romancing Saga"". This new version of the game was faithful to the original but featured impressive 3D visuals and some welcome features that made the adventure more approachable for new players.

Now, 17 years after that, it's back again - and it's bigger and better than ever.

The game now features remastered HD graphics, new quality of life features that make it easier and more convenient to play, and you can even expect some new elements too!",73
South of the Circle,2022-08-03,T,"Antarctica, 1964.

A crashed aircraft, tail to the sky.

Cambridge academic Peter stumbles from the wreckage in search of help, fighting the cold. As his attempts to escape the ice grow more desperate, the lines between his past and present begin to blur.

A love story between colleagues Peter and Clara, set against the backdrop of the Cold War, South of the Circle is a narrative adventure game about memory, survival, and the consequences of not dealing with the past.",73
GreedFall,2021-06-30,M,"Explore uncharted new lands as you set foot on a remote island seeping with magic, and filled with riches, lost secrets, and fantastic creatures. Forge this new world's destiny, as you befriend or betray companions and entire factions. With diplomacy, deception and force, become part of a living, evolving world - influence its course and shape your story.

* Engage in a core roleplaying experience achieve quests and complete objectives in a multitude of different ways through combat, diplomacy, deception, or stealth.
* Complete freedom in character progression play as a male or female, customize your appearance, and freely choose your abilities, spells and skills.
* Delve into a mysterious world of magic begin a grand journey and uncover ancient secrets protected by supernatural beings, manifestations of the island's earthly magic.",73
Fobia - St. Dinfna Hotel,2022-06-28,M,"Treze Trilhas is home to the St. Dinfina Hotel, a decadent site that is the subject of numerous rumors including mysterious disappearances and paranormal activity. Hoping to break the story, amateur journalist Roberto Leite Lopes travels to Santa Catarina following a tip from his friend Stephanie.

His investigative skills will be needed not only to uncover the truth but to survive when reality is turned upside down with his discovery of a camera that reveals different timelines, a fanatical cult, human experiments, and apparitions roaming the halls.

Solve puzzles and scavenge for anything to stop their hunt as the past, present and future collide.",73
Sword and Fairy: Together Forever,2022-08-04,T,"""Swords and Fairy 7"" is an action role-playing game developed by Softstar Technology (Beijing) Co., Ltd.

This game starts with the story among three clans ""Human"", ""Deity"", and ""Demon"", it brings rich story-lines as well as improves the battle system compared with its previous episodes. Third person real time action mode is being used to replace the traditional turn-based battle, more fun and excitements will be brought to the players. With the smooth combat experience, this game will come at you with a boom of the traditional oriental aesthetics. Get ready for the adventure in this beautiful oriental world.",73
MXGP 2021 - The Official Motocross Videogame,2021-11-30,E,"All the tracks, all the riders, all the official bikes to fully experience the true emotions of this season. All of them, from the last corner to the first position. Your race to become number 1 is even more realistic and exciting. A renovated career path where your every decision will be crucial. Relive the emotions of Ottobiano, Ernée, Leon and Agueda: 4 of the most celebrated tracks of past editions. History is ready to be rewritten… and become legend.",73
Kayak VR: Mirage,2023-02-22,E,"Kayak VR: Mirage is a jaw-dropping and exhilarating journey through beautiful locations, made for Virtual Reality. Maneuver our fully physically accurate kayak around checkpoints and crown yourself the fastest, or take it easy and use the free roam mode and enjoy the scenery.",73
Arcade Paradise,2022-08-11,T,"Welcome to Arcade Paradise, the 90's-fuelled retro arcade adventure. Rather than washing rags for a living, you decide to turn the family laundromat into the ultimate arcade. Play, profit and purchase new arcade machines, with over 35 to choose from, to build your very own Arcade Paradise!

Take the laundromat business made up of dull chores from washing clothes to throwing out the trash, and turn it into a booming arcade with the coolest games in town raking in all the money!

Over 35 arcade games, each fully realized with its own gameplay, stories, missions and high scores to set! Inspired by 3 decades of gaming, from early vector games right up to the 32-bit era.

Insert a second coin and play against a friend in a number of co-operative & competitive arcade games up to 4 players locally.",73
Salt and Sacrifice,2022-05-10,T,"Salt and Sacrifice is the follow-up to Souls-like dark fantasy RPG, Salt and Sanctuary. In a land plagued by powerful and twisted Mages, the condemned Marked Inquisitors take up the hunt. A once-peaceful kingdom is plunged into chaos by encroaching tides of Mages: merciless embodiments of elemental chaos. The Marked Inquisitors, a doomed force of the condemned, once again mobilizes to stand against the existential threat of Magic. A buried secret threatens to bring an ancient empire to utter ruin. As a Marked Inquisitor, you’ll journey through the western frontier: pursuing, hunting, and obliterating the Mages that roam the realm. You may be bound to the Inquisition, but your choices are yours.",73
Dead Island 2,2023-04-21,M,"Dead Island 2 is stylish, vibrant and flooded with zombie infection. Explore iconic, gore-drenched Los Angeles. Meet larger-than-life characters. Slay countless foes in exquisitely bloody detail. And evolve to become the ultimate Zombie Slayer!

A deadly virus is spreading across Los Angeles, turning inhabitants into zombies. Bitten, infected, but more than just immune, uncover the truth behind the outbreak and discover who -or what- you are. Los Angeles is in quarantine and the military have retreated. Only you, and the handful of others who happen to be resistant to the pathogen, hold the future of the city (and humanity) in the balance.

Features:

    Explore HELL-A – Dead Island 2 takes players across the most iconic locations of the City of Angels, now stained with horror, in an exciting pulp journey from the verdant suburbia of Beverly Hills to the quirky promenade of Venice Beach.

    Brutal Melee Sandbox – Combat delivers the most intense, visceral and gory first person experience possible, with plenty of weapons and tactical (and brutal) options to chew your way through the zombie horde. Whether you’re slicing, smashing, burning or ripping, we want you to truly feel it.

    Be the Ultimate Zombie Slayer – There are six characters to choose from, each with their own unique personality and dialogues. You can fully customize the abilities of each Slayer, with our brand-new skill system allowing you to re-spec instantly and try out the craziest builds.

    Zombie Infestation – Ready to experience the most advanced dismemberment system in games? Our LA is crawling with zombies that look and react realistically. These mutated wretches are the reanimated, rotten heart of Dead Island 2 with dozens of distinct zombie types, each with their own mutations, attacks and hundreds of visual LA-themed variants. Our monsters are relentless, challenging, and true Los Angelinos. Will you be able to survive?

    A Cinematic Co-op Adventure – As a proper RPG experience, Dead Island 2 offers plenty of exciting quests, a crazy cast of characters, and a thrilling pulp story, to truly immerse you in its twisted universe. Re-playability is guaranteed. Add an over-the-top co-op mode for up to three players, and you’ll stay in LA for a very long (and gory) trip.",73
Tales of Arise: Beyond the Dawn,2023-11-09,T,"In this title, you can experience a new story and adventure set in the world after the union of two worlds. You can enjoy the story of a new encounter with a girl named Nazamil and experience the reunion of Alphen and his parties to confront the fierce destiny she has followed.",73
Far Cry 6,2021-10-07,M,"Far Cry 6 reveals a Caribbean island simmering with revolutionary tension. The title features actor Giancarlo Esposito (“Better Call Saul,” “The Boys,” “The Mandalorian”) as President Anton Castillo, the violent leader who grips the island of Yara with an iron fist, promising a return to its former glory. With an arsenal of weapons and allies at your back, you’ll take on Castillo’s regime and fight for the future of Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition. [Ubisoft]",73
Sonic Superstars,2023-10-17,E,"Adventure through the mystical Northstar Islands in this all-new take on classic 2D Sonic high-speed action platforming. 

Play as Sonic, Tails, Knuckles, and Amy Rose and harness all-new Emerald powers to move and attack in dynamic new ways. Navigate gorgeous, never-before-seen environments solo or with up to 3 other players and stop Dr. Eggman, Fang, and a mysterious new adversary from converting the islands' giant animals into Badniks before it's too late!",73
Star Wars: Tales from the Galaxy's Edge - Enhanced Edition,2023-02-22,T,"As a Droid Repair Technician who crash lands on Batuu, get swept into a grand adventure, proving anyone can be a hero. Take on missions in the Batuu wilds, face off against the Guavian Death Gang, infiltrate a First Order facility and travel to other eras in the galaxy in your own unforgettable Star Wars story. 

The adventure continues in the cantina by unlocking three of Seezelslak's legendary Tales. By completing his special missions, you'll be fully transported to other eras and even planets in the galaxy: become a Jedi in the ""Temple of Darkness""; train with your padawan in ""The Sacred Garden""; or even take on a bounty as assassin droid IG-88 in ""The Bounty of Boggs Triff"".

Star Wars: Tales from the Galaxy's Edge - Enhanced Edition lets you become the hero of your own thrilling adventure, allowing you to play your way with different difficulty levels, combat weapons and within immersive tales that show how the actions of one person can change the galaxy.",73
JoJo's Bizarre Adventure: All-Star Battle R,2022-09-02,T,"All JOJOs Unite! Fight for Your Destiny!

Jonathan Joestar, Jotaro Kujo, DIO, Jolyne Cujoh, and other characters from JoJo's Bizarre Adventure gather across multiple generations! With 50 playable characters from all arcs, you can experience popular battles from each story, and see characters from different universes interact for the first time!

This title is based on the All Star Battle fighting system that was released in 2012. The game design of JoJo's Bizarre Adventure: All Star Battle R reinvigorates the experience with adjustments to the fighting tempo and the addition of hit stops and jump dashes.

With new audio recordings from the Part 6 anime voice actors, the full atmosphere of the animated series is realized. Both fans who have played the original All Star Battle and newcomers will be able to enjoy the experience.",73
Temtem,2022-09-06,E10,"Temtem is a massively multiplayer creature-collection journey where you seek adventure in the lovely Airborne Archipelago alongside your Temtem squad. Players can catch every Temtem, challenge other tamers, customize their house, or join a friend’s adventure in a fully co-op experience.",73
Marvel's Avengers,2021-03-18,T,"Marvel’s Avengers is an epic, third-person, action-adventure game that combines an original, cinematic story with single-player and co-operative gameplay. Assemble into a team of up to four players online, master extraordinary abilities, customize a growing roster of Heroes, and defend the Earth from escalating threats.",73
Evil West,2022-11-22,M,"A dark menace consumes the Old West. In solo or coop, fight with style in visceral, explosive combat against bloodthirsty monstrosities. Eradicate the vampiric hordes with your lightning-fueled gauntlet and become a Wild West Superhero.",73
GigaBash,2022-08-05,E10,"After centuries spent slumbering in the bowels of the earth, the primordial beasts known as Titans have awoken. Now they must battle humanity - and one another - for total world dominance.

GigaBash combines the chaos and creativity of titles like Power Stone, Super Smash Bros Ultimate and War of Monsters with the jaw-dropping scale of the classic kaiju movies. Play as either a rampaging Titan or a Titan-hunting mecha; summon lightning from the heavens, use a radio tower as a baton, or roll a whole district (and your enemies) into a single massive snowball. Wreak enough havoc and you'll evolve into your final form, the terrifyingly titanic S-Class.",73
Meet Your Maker,2023-04-04,M,"You are the Custodian of the Chimera, a living experiment created as a last resort to save life on Earth. Enter a tactical battle for the planet's most coveted resource and the key to your Chimera's evolution: pure Genetic Material. Construct and fortify brutal Outposts to extract and guard your Genmat. Infiltrate and outsmart other players' Outposts to gather more.

Adapt, upgrade, and evolve... or die trying.

Meet Your Maker is a post-apocalyptic first-person building-and-raiding game where every level is designed by players. Switch between roles as you mastermind devious maze-like Outposts filled with traps and guards, then gear up for methodical fast-paced combat raiding other players' creations.",73
The Dark Pictures Anthology: House of Ashes,2021-10-22,M,"From the creators of Until Dawn

Switch between the perspective of 5 playable characters - All can live or die in your version of the story

Multiple ways to play including 2 player online coop mode

Hugely branching storyline that changes based on the decisions you make

Each game in The Dark Pictures Anthology is a complete and original story in its own right

THREE WAYS TO PLAY
Introducing multiplayer to The Dark Pictures Anthology! 

1. SOLO STORY
The complete terrifying story as a single player experience 

2. MOVIE NIGHT MODE
You and up to 4 friends will play the story together on the couch, each controlling a different character

And:

3. SHARED STORY
2 player online co-operative mode. Play the whole story online with a friend, making choices that affect you both.",72
Haven,2020-12-03,M,"Does love truly conquer all? Two lovers gave up everything, left their entire lives behind, and escaped to a lost planet to be together. Play these lovers, Yu and Kay, at the same time as they settle into an unknown and eerie world. Explore the planet searching for parts and material to fix their ship and make it a cosy home. Enjoy life together as a relatable couple cooking meals, crafting, collecting resources and engaging in meaningful conversations. Fight against those trying to tear them apart by synchroniSing their actions in combat, finding the perfect timing and rhythm, while controlling both characters simultaneously. Glide through the mysterious landscape, explore a fragmented world and fight against what’s trying to tear them apart in this RPG adventure about love, rebellion, and freedom.",72
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,2023-03-21,M,"Your tour through undead New Orleans continues in this new chapter to the Tourist's story in The Walking Dead: Saints & Sinners. 

Hunted by the seemingly unstoppable Axeman and facing off against the Tower's latest push for total dominance, discover what connects these new threats together before it's too late. New faces, places, weapons and gear all await you on your journey to a final showdown for the city's fate.

Do you have what it takes to survive it all?",72
Assassin's Creed Valhalla: The Siege of Paris,2021-08-12,M,"The Siege of Paris sees Eivor embark upon a new series of quests in Francia, the largest of the post-Roman barbarian kingdoms in Western Europe. New weapons, abilities, gear, and skills are all be up for grabs, and Infiltration Missions returns as well, enabling players to determine exactly how they go about murdering their assigned targets.",72
Evil Dead: The Game,2022-05-13,M,"Step into the shoes of Ash Williams or his friends from the iconic Evil Dead franchise and work together in a game loaded with over-the-top co-op and PVP multiplayer action! Play as a team of four survivors, exploring, looting, crafting, managing your fear, and finding key items to seal the breach between worlds in a game inspired by all three original Evil Dead films as well as the Starz original Ash vs Evil Dead television series.

ICONIC CHARACTERS
Play as characters from throughout the Evil Dead universe, including Ash, Scotty, Lord Arthur, Kelly Maxwell, Pablo Simon Bolivar, and more, with new dialogue performed by Bruce Campbell and others!

PLAY AS GOOD OR EVIL...
Fight for the forces of good or take control of the powerful Kandarian Demon to hunt Ash and other players while possessing Deadites, the environment, and even the survivors themselves as you seek to swallow their souls!

OVER THE TOP VISUALS
Whether you're tearing a Deadite in two with Ash's famous chainsaw hand or flying through the map as the Kandarian Demon in spirit form, the game captures the look and feel of the Evil Dead franchise in all its glory, with realistic visuals and a physics-based gore system that brings the horror to life! 

THIS...IS MY BROOMSTICK!
Brandish your short barrel shotgun, chainsaw, cleavers and more to do some delightfully gruesome violence against the armies of darkness.

Evil Dead: The Game features multiplayer co-op and PvP for PC, Xbox One, Xbox X|S, PlayStation 4, PlayStation 5, and Nintendo Switch.",72
MADiSON,2022-07-08,M,"What would you do if you woke up locked in a dark room, with your hands covered in blood? Play as Luca, and endure the brute torture of MADiSON, a demon that has forced him to continue a gory ritual started decades ago, making him commit abominable acts. Will you be able to finish this sinister ceremony?",72
RoboCop: Rogue City,2023-11-02,M,"Become the iconic part man, part machine, all cop hero as you attempt to bring justice to the dangerous, crime-ridden streets of Old Detroit. 

Armed with your trusty Auto-9, factory-built strength, years of experience on the force and a variety of tools at your disposal, you will fight forces seeking to destroy the city you call home in an all new first-person, explosive hunt for the truth. You have the power to decide how to fulfil prime directives in your own way, but as the story unfolds proceed with caution because corruption and greed know no limits.

Prepare yourself to... PROTECT THE INNOCENT AND UPHOLD THE LAW.",72
Avatar: Frontiers of Pandora,2023-12-07,T,"Avatar: Frontiers of Pandora is a first person, action-adventure game developed by Massive Entertainment a Ubisoft studio, in collaboration with Lightstorm Entertainment and Disney.

Built using the latest iteration of the Snowdrop engine, and developed exclusively for the new generation of consoles and PC, Avatar: Frontiers of Pandora brings to life the alluring world of Pandora with all of its beauty and danger in an immersive, open world experience.

In this new, standalone story, play as a Na'vi and embark on a journey across the Western Frontier, a never-before-seen part of Pandora. Explore a living and reactive world inhabited by unique creatures and new characters, and push back the formidable RDA forces that threaten it.",72
Submerged: Hidden Depths,2022-03-10,E,"A drowned city, crumbling tips of skyscrapers stubbornly standing above the waves. Deserted villages, now inhabited by enigmatic creatures. And beneath the surging ocean waits an anguished, angry presence.

Submerged: Hidden Depths is a non-combat third-person “relaxploration” adventure, set in the sunken ruins of a beautiful world. Take on the role of Miku and Taku – one cursed with a mysterious power that she wants to use for good, the other determined not to let it tear them apart.

Boat across tranquil waters and storm-driven white-caps, explore and climb what remains of a once-towering city, and scour the buildings for the seeds of its salvation.",72
Outriders Worldslayer,2022-06-30,M,"OUTRIDERS is a story driven RPG-Shooter that will put the player in the shoes of an Outrider, the last hope of the human race trapped on Enoch, a dangerous and untamed planet. The campaign can be played entirely in single player, or in co-op with up to three players. Outriders Worldslayer is a new expansion that takes place directly after the events of the main campaign. In it, you and up to 2 other players must travel to the far reaches of Enoch to battle a new threat known as Ereshkigal, a dark overlord, and the main villain of the expansion.",72
The Outer Worlds: Spacer's Choice Edition,2023-03-07,M,"The Outer Worlds: Spacer’s Choice Edition includes the base game and all add-on content as the definitive way to play the beloved RPG from Obsidian Entertainment. This remastered masterpiece is optimized to be the absolute best version of The Outer Worlds… even if you choose to play this critically acclaimed RPG as the absolute worst version of your character. Lost in transit while on a colonist ship bound for the edge of the galaxy, you awake decades later only to find yourself in the midst of a deep conspiracy threatening to destroy the colony. Explore the various planets and locations of Halcyon, including the mysterious Gorgon Asteroid and delightful distilleries of Eridanos. As you encounter various factions, all vying for power, the character you decide to become will determine how this player-driven story unfolds.
In the corporate equation for the colony, you are the unplanned variable.",72
Stranger of Paradise: Final Fantasy Origin,2022-03-15,M,"Players of the STRANGER OF PARADISE FINAL FANTASY ORIGIN TRIAL VERSION can explore this dark fantasy world as they battle an array of iconic monsters from the FINAL FANTASY series, using powerful spells and abilities from a sample of jobs including warrior, dragoon and black mage.",72
GYLT,2023-07-06,T,"Enter the new creation from Tequila Works, a journey where you face your worst fears and are confronted with the emotional impact of your actions.

Set in a creepy and melancholic world, GYLT is an eerie story mixing fantasy and reality in a surrealist place where your nightmares become reality.

Hide from terrible creatures or confront them as you find your way through the challenges of this wicked world.",72
R-Type Final 3 Evolved,2023-04-25,E10,"R-Type Final 3 Evolved, the ultimate side-scrolling shooter, is now available on PlayStation 5.",72
